"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost"
"125","SUCCESS","49","49","421.58","588.78","1010.36","533.78","955.36","1264.75"
"41","SUCCESS","16","16","269.26","742.08","1011.34","687.08","956.34","807.78"
"106","SUCCESS","45","45","726.81","291.73","1018.55","236.73","963.55","2180.44"
"54","SUCCESS","42","42","519.21","507.88","1027.09","452.88","972.09","1557.64"
"35","SUCCESS","30","30","988.4","55","1043.4","00","988.4","2965.2"
"80","SUCCESS","21","21","543.05","503.57","1046.63","448.57","991.63","1629.16"
"48","SUCCESS","10","10","650.7","401.39","1052.1","346.39","997.1","1952.11"
"04","SUCCESS","27","27","1012.29","55","1067.29","00","1012.29","3036.88"
"105","SUCCESS","34","34","854.15","223.82","1077.97","168.81","1022.97","2562.46"
"17","SUCCESS","20","20","338.45","747.82","1086.27","692.82","1031.27","1015.35"
"259","SUCCESS","51","51","369.55","722.27","1091.82","667.27","1036.82","1108.65"
"285","SUCCESS","17","17","247.29","859.78","1107.08","804.78","1052.08","741.88"
"88","SUCCESS","37","37","687.58","425.42","1113","370.42","1058","2062.74"
"18","SUCCESS","19","19","503.22","615.47","1118.69","560.47","1063.69","1509.65"
"113","SUCCESS","39","39","456.8","699.74","1156.55","644.74","1101.55","1370.41"
"158","SUCCESS","28","28","371.65","788.14","1159.79","733.14","1104.79","1114.95"
"55","SUCCESS","48","48","621.28","539.89","1161.17","484.89","1106.17","1863.85"
"11","SUCCESS","27","27","125.99","1067.29","1193.28","1012.29","1138.28","377.97"
"133","SUCCESS","43","43","464.07","739.55","1203.62","684.55","1148.62","1392.22"
"42","SUCCESS","25","25","730.28","476.18","1206.47","421.18","1151.47","2190.85"
"207","SUCCESS","05","05","369.37","839.26","1208.62","784.25","1153.62","1108.1"
"50","SUCCESS","47","47","424.83","798.53","1223.36","743.53","1168.36","1274.5"
"73","SUCCESS","44","44","680.26","557.29","1237.55","502.29","1182.55","2040.78"
"194","SUCCESS","06","06","475.84","771.03","1246.87","716.03","1191.87","1427.53"
"144","SUCCESS","35","35","476.15","786.03","1262.18","731.03","1207.18","1428.44"
"46","SUCCESS","32","32","720.75","580.83","1301.58","525.83","1246.58","2162.24"
"139","SUCCESS","31","31","381.59","947.78","1329.36","892.77","1274.36","1144.76"
"13","SUCCESS","26","26","550.52","787.84","1338.36","732.84","1283.36","1651.56"
"92","SUCCESS","21","21","292.22","1046.63","1338.85","991.63","1283.85","876.67"
"117","SUCCESS","38","38","714.37","641.15","1355.52","586.14","1300.52","2143.12"
"32","SUCCESS","41","41","1041.96","316.15","1358.11","261.15","1303.11","3125.87"
"24","SUCCESS","03","03","621.02","740.15","1361.17","685.15","1306.17","1863.06"
"33","SUCCESS","29","29","473.8","890.04","1363.84","835.04","1308.84","1421.41"
"100","SUCCESS","36","36","768.76","597.31","1366.08","542.31","1311.08","2306.29"
"44","SUCCESS","02","02","437.1","942.7","1379.8","887.7","1324.8","1311.3"
"47","SUCCESS","22","22","544.7","836.61","1381.31","781.61","1326.31","1634.1"
"318","SUCCESS","06","06","137.19","1246.87","1384.06","1191.87","1329.06","411.56"
"186","SUCCESS","18","18","448.25","967.33","1415.58","912.33","1360.58","1344.75"
"85","SUCCESS","46","46","607.73","827.19","1434.92","772.19","1379.92","1823.19"
"200","SUCCESS","34","34","365.78","1077.97","1443.75","1022.97","1388.75","1097.35"
"29","SUCCESS","11","11","653.48","790.64","1444.12","735.64","1389.12","1960.45"
"225","SUCCESS","28","28","304.38","1159.79","1464.18","1104.79","1409.18","913.15"
"224","SUCCESS","24","24","564.32","908.59","1472.91","853.59","1417.91","1692.97"
"210","SUCCESS","04","04","512.71","968.17","1480.88","913.17","1425.88","1538.14"
"155","SUCCESS","40","40","626.87","858.13","1485.01","803.13","1430.01","1880.61"
"62","SUCCESS","02","02","108.61","1379.8","1488.42","1324.8","1433.42","325.84"
"174","SUCCESS","08","08","760.99","731.66","1492.65","676.66","1437.65","2282.97"
"142","SUCCESS","23","23","823.57","674.52","1498.09","619.52","1443.09","2470.71"
"232","SUCCESS","12","12","511.89","991.66","1503.55","936.66","1448.55","1535.66"
"61","SUCCESS","48","48","343.59","1161.17","1504.76","1106.17","1449.76","1030.76"
"191","SUCCESS","33","33","577.98","973.63","1551.61","918.63","1496.61","1733.94"
"151","SUCCESS","15","15","641.16","912.03","1553.18","857.03","1498.18","1923.48"
"95","SUCCESS","37","37","441.01","1113","1554.02","1058","1499.02","1323.04"
"112","SUCCESS","14","14","911.48","664.46","1575.94","609.46","1520.94","2734.45"
"107","SUCCESS","09","09","656.12","925.31","1581.43","870.31","1526.43","1968.35"
"69","SUCCESS","20","20","495.58","1086.27","1581.84","1031.27","1526.84","1486.73"
"119","SUCCESS","44","44","370.33","1237.55","1607.88","1182.55","1552.88","1110.98"
"37","SUCCESS","30","30","586.37","1043.4","1629.77","988.4","1574.77","1759.12"
"336","SUCCESS","51","51","554.69","1091.82","1646.51","1036.82","1591.51","1664.06"
"350","SUCCESS","17","17","539.99","1107.08","1647.07","1052.08","1592.07","1619.97"
"129","SUCCESS","49","49","672.9","1010.36","1683.26","955.36","1628.26","2018.69"
"91","SUCCESS","13","13","697","997.6","1694.6","942.6","1639.6","2090.99"
"159","SUCCESS","16","16","732.55","1011.34","1743.89","956.34","1688.89","2197.66"
"199","SUCCESS","43","43","548.55","1203.62","1752.17","1148.62","1697.17","1645.64"
"38","SUCCESS","07","07","924.26","833.61","1757.86","778.61","1702.86","2772.77"
"49","SUCCESS","50","50","778.75","991.99","1770.73","936.99","1715.73","2336.24"
"242","SUCCESS","05","05","571.35","1208.62","1779.97","1153.62","1724.97","1714.04"
"99","SUCCESS","19","19","662.92","1118.69","1781.61","1063.69","1726.61","1988.77"
"161","SUCCESS","35","35","529.37","1262.18","1791.55","1207.18","1736.55","1588.12"
"90","SUCCESS","22","22","447.77","1381.31","1829.09","1326.31","1774.09","1343.32"
"72","SUCCESS","41","41","486.04","1358.11","1844.14","1303.11","1789.14","1458.11"
"134","SUCCESS","45","45","833.75","1018.55","1852.3","963.55","1797.3","2501.26"
"244","SUCCESS","04","04","371.65","1480.88","1852.53","1425.88","1797.53","1114.95"
"57","SUCCESS","27","27","672.35","1193.28","1865.63","1138.28","1810.63","2017.04"
"177","SUCCESS","39","39","712.68","1156.55","1869.23","1101.55","1814.23","2138.05"
"126","SUCCESS","11","11","432.65","1444.12","1876.77","1389.12","1821.77","1297.95"
"320","SUCCESS","06","06","497.32","1384.06","1881.37","1329.06","1826.37","1491.95"
"98","SUCCESS","02","02","399.09","1488.42","1887.5","1433.42","1832.5","1197.26"
"135","SUCCESS","44","44","286.5","1607.88","1894.38","1552.88","1839.38","859.49"
"187","SUCCESS","31","31","581.12","1329.36","1910.49","1274.36","1855.49","1743.38"
"76","SUCCESS","42","42","888.74","1027.09","1915.83","972.09","1860.83","2666.21"
"130","SUCCESS","25","25","719.93","1206.47","1926.39","1151.47","1871.39","2159.78"
"84","SUCCESS","03","03","568.43","1361.17","1929.6","1306.17","1874.6","1705.29"
"243","SUCCESS","23","23","433.86","1498.09","1931.95","1443.09","1876.95","1301.57"
"237","SUCCESS","34","34","489.22","1443.75","1932.98","1388.75","1877.98","1467.67"
"45","SUCCESS","26","26","626.04","1338.36","1964.4","1283.36","1909.4","1878.12"
"146","SUCCESS","37","37","442.11","1554.02","1996.12","1499.02","1941.12","1326.32"
"65","SUCCESS","30","30","390.86","1629.77","2020.63","1574.77","1965.63","1172.57"
"233","SUCCESS","49","49","342.09","1683.26","2025.35","1628.26","1970.35","1026.27"
"140","SUCCESS","48","48","531.26","1504.76","2036.01","1449.76","1981.01","1593.77"
"122","SUCCESS","46","46","628.69","1434.92","2063.62","1379.92","2008.62","1886.08"
"115","SUCCESS","10","10","1011.72","1052.1","2063.82","997.1","2008.82","3035.15"
"209","SUCCESS","31","31","158.92","1910.49","2069.4","1855.49","2014.4","476.75"
"104","SUCCESS","13","13","381.47","1694.6","2076.07","1639.6","2021.07","1144.4"
"153","SUCCESS","09","09","503.89","1581.43","2085.32","1526.43","2030.32","1511.67"
"172","SUCCESS","40","40","608.92","1485.01","2093.93","1430.01","2038.93","1826.77"
"189","SUCCESS","21","21","761.15","1338.85","2100","1283.85","2045","2283.45"
"250","SUCCESS","12","12","603.65","1503.55","2107.2","1448.55","2052.2","1810.94"
"123","SUCCESS","32","32","826.63","1301.58","2128.21","1246.58","2073.21","2479.9"
"301","SUCCESS","28","28","683.25","1464.18","2147.43","1409.18","2092.43","2049.74"
"68","SUCCESS","47","47","932.71","1223.36","2156.08","1168.36","2101.08","2798.14"
"183","SUCCESS","11","11","284.67","1876.77","2161.44","1821.77","2106.44","854"
"193","SUCCESS","18","18","753.77","1415.58","2169.35","1360.58","2114.35","2261.32"
"102","SUCCESS","29","29","816.46","1363.84","2180.31","1308.84","2125.31","2449.39"
"137","SUCCESS","36","36","818.13","1366.08","2184.21","1311.08","2129.21","2454.4"
"263","SUCCESS","05","05","418.06","1779.97","2198.03","1724.97","2143.03","1254.18"
"211","SUCCESS","21","21","110.19","2100","2210.19","2045","2155.19","330.56"
"252","SUCCESS","18","18","50.34","2169.35","2219.69","2114.35","2164.69","151.03"
"195","SUCCESS","48","48","185.21","2036.01","2221.22","1981.01","2166.22","555.62"
"156","SUCCESS","14","14","645.46","1575.94","2221.4","1520.94","2166.4","1936.39"
"196","SUCCESS","50","50","465.12","1770.73","2235.86","1715.73","2180.86","1395.37"
"74","SUCCESS","41","41","398.14","1844.14","2242.28","1789.14","2187.28","1194.42"
"103","SUCCESS","30","30","235.96","2020.63","2256.59","1965.63","2201.59","707.87"
"223","SUCCESS","08","08","779.71","1492.65","2272.37","1437.65","2217.37","2339.14"
"241","SUCCESS","38","38","920.31","1355.52","2275.83","1300.52","2220.83","2760.93"
"229","SUCCESS","20","20","708.06","1581.84","2289.91","1526.84","2234.91","2124.19"
"121","SUCCESS","10","10","229.98","2063.82","2293.79","2008.82","2238.79","689.93"
"108","SUCCESS","19","19","522.5","1781.61","2304.11","1726.61","2249.11","1567.51"
"282","SUCCESS","23","23","374.72","1931.95","2306.66","1876.95","2251.66","1124.15"
"261","SUCCESS","33","33","773.24","1551.61","2324.85","1496.61","2269.85","2319.71"
"369","SUCCESS","17","17","699","1647.07","2346.06","1592.07","2291.06","2096.99"
"273","SUCCESS","43","43","599.2","1752.17","2351.37","1697.17","2296.37","1797.6"
"179","SUCCESS","35","35","575.74","1791.55","2367.29","1736.55","2312.29","1727.23"
"238","SUCCESS","24","24","912.88","1472.91","2385.8","1417.91","2330.8","2738.65"
"248","SUCCESS","36","36","213.59","2184.21","2397.8","2129.21","2342.8","640.76"
"87","SUCCESS","47","47","256.41","2156.08","2412.49","2101.08","2357.49","769.23"
"93","SUCCESS","03","03","513.91","1929.6","2443.51","1874.6","2388.51","1541.72"
"81","SUCCESS","27","27","584.02","1865.63","2449.65","1810.63","2394.65","1752.06"
"253","SUCCESS","16","16","724.5","1743.89","2468.39","1688.89","2413.39","2173.5"
"306","SUCCESS","04","04","618.27","1852.53","2470.8","1797.53","2415.8","1854.8"
"165","SUCCESS","15","15","928.86","1553.18","2482.04","1498.18","2427.04","2786.57"
"145","SUCCESS","25","25","571.56","1926.39","2497.95","1871.39","2442.95","1714.67"
"283","SUCCESS","20","20","209.82","2289.91","2499.72","2234.91","2444.72","629.45"
"162","SUCCESS","45","45","667.41","1852.3","2519.71","1797.3","2464.71","2002.23"
"132","SUCCESS","07","07","789.2","1757.86","2547.06","1702.86","2492.06","2367.61"
"124","SUCCESS","47","47","143.48","2412.49","2555.96","2357.49","2500.96","430.43"
"188","SUCCESS","39","39","694.22","1869.23","2563.45","1814.23","2508.45","2082.67"
"337","SUCCESS","06","06","693.97","1881.37","2575.35","1826.37","2520.35","2081.92"
"173","SUCCESS","42","42","665.12","1915.83","2580.95","1860.83","2525.95","1995.35"
"96","SUCCESS","22","22","761.15","1829.09","2590.24","1774.09","2535.24","2283.46"
"398","SUCCESS","51","51","953.57","1646.51","2600.08","1591.51","2545.08","2860.72"
"201","SUCCESS","37","37","624.55","1996.12","2620.67","1941.12","2565.67","1873.65"
"205","SUCCESS","48","48","416.91","2221.22","2638.13","2166.22","2583.13","1250.73"
"101","SUCCESS","26","26","678.42","1964.4","2642.82","1909.4","2587.82","2035.27"
"269","SUCCESS","10","10","350.89","2293.79","2644.69","2238.79","2589.69","1052.68"
"213","SUCCESS","09","09","560.82","2085.32","2646.13","2030.32","2591.13","1682.45"
"138","SUCCESS","29","29","467.71","2180.31","2648.01","2125.31","2593.01","1403.12"
"163","SUCCESS","02","02","771.92","1887.5","2659.42","1832.5","2604.42","2315.75"
"312","SUCCESS","28","28","512.57","2147.43","2659.99","2092.43","2604.99","1537.7"
"291","SUCCESS","33","33","354.47","2324.85","2679.32","2269.85","2624.32","1063.4"
"267","SUCCESS","05","05","483.76","2198.03","2681.79","2143.03","2626.79","1451.29"
"298","SUCCESS","31","31","615.47","2069.4","2684.87","2014.4","2629.87","1846.42"
"212","SUCCESS","03","03","247.27","2443.51","2690.77","2388.51","2635.77","741.8"
"230","SUCCESS","08","08","419.07","2272.37","2691.43","2217.37","2636.43","1257.2"
"247","SUCCESS","35","35","326.49","2367.29","2693.79","2312.29","2638.79","979.48"
"109","SUCCESS","19","19","407.35","2304.11","2711.46","2249.11","2656.46","1222.04"
"284","SUCCESS","50","50","476.87","2235.86","2712.73","2180.86","2657.73","1430.62"
"258","SUCCESS","11","11","573.34","2161.44","2734.78","2106.44","2679.78","1720.03"
"152","SUCCESS","30","30","482.36","2256.59","2738.95","2201.59","2683.95","1447.09"
"322","SUCCESS","21","21","530.32","2210.19","2740.51","2155.19","2685.51","1590.96"
"118","SUCCESS","41","41","539.57","2242.28","2781.86","2187.28","2726.86","1618.72"
"198","SUCCESS","22","22","207.54","2590.24","2797.78","2535.24","2742.78","622.61"
"127","SUCCESS","13","13","733.01","2076.07","2809.08","2021.07","2754.08","2199.03"
"297","SUCCESS","38","38","551.75","2275.83","2827.58","2220.83","2772.58","1655.26"
"358","SUCCESS","36","36","447.3","2397.8","2845.1","2342.8","2790.1","1341.91"
"192","SUCCESS","44","44","954.27","1894.38","2848.65","1839.38","2793.65","2862.81"
"257","SUCCESS","12","12","743.77","2107.2","2850.97","2052.2","2795.97","2231.31"
"239","SUCCESS","24","24","483.4","2385.8","2869.2","2330.8","2814.2","1450.2"
"160","SUCCESS","32","32","742.04","2128.21","2870.25","2073.21","2815.25","2226.11"
"190","SUCCESS","39","39","315.26","2563.45","2878.71","2508.45","2823.71","945.78"
"154","SUCCESS","13","13","70.05","2809.08","2879.13","2754.08","2824.13","210.16"
"313","SUCCESS","43","43","531.61","2351.37","2882.97","2296.37","2827.97","1594.82"
"246","SUCCESS","49","49","887.1","2025.35","2912.45","1970.35","2857.45","2661.3"
"231","SUCCESS","45","45","394.97","2519.71","2914.68","2464.71","2859.68","1184.9"
"325","SUCCESS","20","20","417.74","2499.72","2917.46","2444.72","2862.46","1253.21"
"280","SUCCESS","34","34","1024.19","1932.98","2957.17","1877.98","2902.17","3072.58"
"220","SUCCESS","40","40","870.72","2093.93","2964.64","2038.93","2909.64","2612.15"
"360","SUCCESS","08","08","309.05","2691.43","3000.49","2636.43","2945.49","927.16"
"176","SUCCESS","46","46","944.23","2063.62","3007.85","2008.62","2952.85","2832.7"
"286","SUCCESS","05","05","336.58","2681.79","3018.37","2626.79","2963.37","1009.74"
"361","SUCCESS","14","14","800.51","2221.4","3021.91","2166.4","2966.91","2401.52"
"443","SUCCESS","18","18","806.5","2219.69","3026.2","2164.69","2971.2","2419.51"
"254","SUCCESS","16","16","576.45","2468.39","3044.85","2413.39","2989.85","1729.35"
"114","SUCCESS","27","27","596.61","2449.65","3046.26","2394.65","2991.26","1789.82"
"128","SUCCESS","19","19","338.09","2711.46","3049.55","2656.46","2994.55","1014.28"
"166","SUCCESS","15","15","591.23","2482.04","3073.27","2427.04","3018.27","1773.69"
"300","SUCCESS","23","23","798.03","2306.66","3104.69","2251.66","3049.69","2394.08"
"215","SUCCESS","37","37","489.74","2620.67","3110.41","2565.67","3055.41","1469.21"
"180","SUCCESS","25","25","615.56","2497.95","3113.51","2442.95","3058.51","1846.68"
"305","SUCCESS","38","38","286.18","2827.58","3113.76","2772.58","3058.76","858.55"
"147","SUCCESS","07","07","582.52","2547.06","3129.58","2492.06","3074.58","1747.55"
"459","SUCCESS","31","31","466.53","2684.87","3151.4","2629.87","3096.4","1399.58"
"455","SUCCESS","06","06","586.58","2575.35","3161.93","2520.35","3106.93","1759.75"
"221","SUCCESS","39","39","299.25","2878.71","3177.96","2823.71","3122.96","897.75"
"266","SUCCESS","03","03","490.95","2690.77","3181.73","2635.77","3126.73","1472.86"
"335","SUCCESS","10","10","550.94","2644.69","3195.63","2589.69","3140.63","1652.82"
"249","SUCCESS","02","02","538.23","2659.42","3197.65","2604.42","3142.65","1614.7"
"287","SUCCESS","35","35","523.33","2693.79","3217.11","2638.79","3162.11","1569.98"
"379","SUCCESS","17","17","885.7","2346.06","3231.77","2291.06","3176.77","2657.11"
"131","SUCCESS","41","41","460.91","2781.86","3242.77","2726.86","3187.77","1382.73"
"436","SUCCESS","51","51","661.84","2600.08","3261.93","2545.08","3206.93","1985.53"
"378","SUCCESS","08","08","262.22","3000.49","3262.71","2945.49","3207.71","786.67"
"164","SUCCESS","32","32","415.45","2870.25","3285.7","2815.25","3230.7","1246.36"
"326","SUCCESS","12","12","458.96","2850.97","3309.93","2795.97","3254.93","1376.89"
"218","SUCCESS","09","09","671.78","2646.13","3317.91","2591.13","3262.91","2015.33"
"315","SUCCESS","48","48","681.36","2638.13","3319.49","2583.13","3264.49","2044.07"
"422","SUCCESS","33","33","663.26","2679.32","3342.58","2624.32","3287.58","1989.78"
"170","SUCCESS","29","29","706.5","2648.01","3354.52","2593.01","3299.52","2119.51"
"303","SUCCESS","50","50","645.47","2712.73","3358.2","2657.73","3303.2","1936.4"
"352","SUCCESS","04","04","894.09","2470.8","3364.89","2415.8","3309.89","2682.27"
"371","SUCCESS","10","10","189.41","3195.63","3385.04","3140.63","3330.04","568.23"
"217","SUCCESS","44","44","546.41","2848.65","3395.06","2793.65","3340.06","1639.23"
"157","SUCCESS","47","47","849.45","2555.96","3405.41","2500.96","3350.41","2548.34"
"197","SUCCESS","13","13","527.52","2879.13","3406.65","2824.13","3351.65","1582.56"
"423","SUCCESS","33","33","100.73","3342.58","3443.31","3287.58","3388.31","302.19"
"418","SUCCESS","21","21","704.62","2740.51","3445.13","2685.51","3390.13","2113.85"
"295","SUCCESS","03","03","285.64","3181.73","3467.36","3126.73","3412.36","856.91"
"222","SUCCESS","39","39","306.77","3177.96","3484.74","3122.96","3429.74","920.32"
"268","SUCCESS","09","09","166.96","3317.91","3484.87","3262.91","3429.87","500.89"
"399","SUCCESS","14","14","474.18","3021.91","3496.09","2966.91","3441.09","1422.53"
"553","SUCCESS","18","18","486.29","3026.2","3512.48","2971.2","3457.48","1458.86"
"323","SUCCESS","28","28","855.78","2659.99","3515.77","2604.99","3460.77","2567.33"
"390","SUCCESS","08","08","258.39","3262.71","3521.1","3207.71","3466.1","775.18"
"367","SUCCESS","23","23","433.34","3104.69","3538.03","3049.69","3483.03","1300.02"
"149","SUCCESS","07","07","419.65","3129.58","3549.23","3074.58","3494.23","1258.95"
"458","SUCCESS","06","06","394.02","3161.93","3555.95","3106.93","3500.95","1182.06"
"387","SUCCESS","36","36","713.39","2845.1","3558.49","2790.1","3503.49","2140.17"
"182","SUCCESS","42","42","1001.37","2580.95","3582.32","2525.95","3527.32","3004.12"
"116","SUCCESS","26","26","940.49","2642.82","3583.32","2587.82","3528.32","2821.48"
"317","SUCCESS","34","34","649.88","2957.17","3607.05","2902.17","3552.05","1949.65"
"264","SUCCESS","02","02","411.54","3197.65","3609.19","3142.65","3554.19","1234.61"
"276","SUCCESS","22","22","818.64","2797.78","3616.42","2742.78","3561.42","2455.92"
"409","SUCCESS","50","50","260.79","3358.2","3618.98","3303.2","3563.98","782.36"
"351","SUCCESS","24","24","759.52","2869.2","3628.71","2814.2","3573.71","2278.55"
"245","SUCCESS","46","46","626.51","3007.85","3634.36","2952.85","3579.36","1879.53"
"338","SUCCESS","11","11","912.4","2734.78","3647.18","2679.78","3592.18","2737.21"
"311","SUCCESS","05","05","644.4","3018.37","3662.77","2963.37","3607.77","1933.2"
"240","SUCCESS","44","44","284.38","3395.06","3679.44","3340.06","3624.44","853.15"
"281","SUCCESS","15","15","612.13","3073.27","3685.4","3018.27","3630.4","1836.39"
"488","SUCCESS","31","31","542.66","3151.4","3694.06","3096.4","3639.06","1627.98"
"178","SUCCESS","19","19","646.17","3049.55","3695.72","2994.55","3640.72","1938.51"
"120","SUCCESS","27","27","669.99","3046.26","3716.24","2991.26","3661.24","2009.96"
"185","SUCCESS","07","07","192.31","3549.23","3741.54","3494.23","3686.54","576.92"
"202","SUCCESS","30","30","1004.38","2738.95","3743.33","2683.95","3688.33","3013.14"
"446","SUCCESS","21","21","299.06","3445.13","3744.19","3390.13","3689.19","897.18"
"251","SUCCESS","25","25","643.64","3113.51","3757.15","3058.51","3702.15","1930.92"
"214","SUCCESS","13","13","353.98","3406.65","3760.63","3351.65","3705.63","1061.94"
"262","SUCCESS","40","40","821.05","2964.64","3785.69","2909.64","3730.69","2463.15"
"558","SUCCESS","18","18","290.22","3512.48","3802.7","3457.48","3747.7","870.67"
"363","SUCCESS","24","24","186.76","3628.71","3815.47","3573.71","3760.47","560.28"
"321","SUCCESS","38","38","717.15","3113.76","3830.91","3058.76","3775.91","2151.45"
"236","SUCCESS","45","45","924.2","2914.68","3838.88","2859.68","3783.88","2772.6"
"520","SUCCESS","51","51","592.91","3261.93","3854.83","3206.93","3799.83","1778.72"
"340","SUCCESS","39","39","373.27","3484.74","3858.01","3429.74","3803.01","1119.82"
"370","SUCCESS","43","43","990.65","2882.97","3873.62","2827.97","3818.62","2971.95"
"354","SUCCESS","04","04","525.47","3364.89","3890.36","3309.89","3835.36","1576.41"
"444","SUCCESS","20","20","976.61","2917.46","3894.07","2862.46","3839.07","2929.83"
"513","SUCCESS","49","49","988.74","2912.45","3901.19","2857.45","3846.19","2966.21"
"392","SUCCESS","08","08","381.85","3521.1","3902.95","3466.1","3847.95","1145.54"
"288","SUCCESS","09","09","439.01","3484.87","3923.88","3429.87","3868.88","1317.02"
"448","SUCCESS","14","14","447","3496.09","3943.08","3441.09","3888.08","1340.99"
"181","SUCCESS","32","32","661.36","3285.7","3947.07","3230.7","3892.07","1984.09"
"271","SUCCESS","16","16","926.89","3044.85","3971.74","2989.85","3916.74","2780.67"
"454","SUCCESS","36","36","413.74","3558.49","3972.23","3503.49","3917.23","1241.23"
"265","SUCCESS","37","37","875.79","3110.41","3986.2","3055.41","3931.2","2627.37"
"341","SUCCESS","48","48","699.66","3319.49","4019.15","3264.49","3964.15","2098.97"
"461","SUCCESS","17","17","792.54","3231.77","4024.31","3176.77","3969.31","2377.62"
"376","SUCCESS","10","10","696.47","3385.04","4081.5","3330.04","4026.5","2089.4"
"310","SUCCESS","03","03","619.96","3467.36","4087.33","3412.36","4032.33","1859.89"
"302","SUCCESS","22","22","475.95","3616.42","4092.37","3561.42","4037.37","1427.84"
"328","SUCCESS","40","40","327.6","3785.69","4113.29","3730.69","4058.29","982.79"
