"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization","RAM Utilization"
"109","SUCCESS","05","05","605.19","6872.73","7477.92","6872.63","7477.82","1815.58","01.78","01"
"75","SUCCESS","06","06","467.15","7051.72","7518.87","7051.62","7518.77","1401.46","10.72","01"
"142","SUCCESS","03","03","326.68","7210.94","7537.62","7210.84","7537.52","980.05","00.81","01"
"112","SUCCESS","09","09","420.73","7128.72","7549.44","7128.62","7549.34","1262.18","05.38","01"
"131","SUCCESS","08","08","684.75","6867.97","7552.73","6867.87","7552.63","2054.26","13.1","01"
"191","SUCCESS","02","02","671.5","6893","7564.5","6892.9","7564.4","2014.49","02.5","01"
"173","SUCCESS","10","10","375.57","7384.08","7759.64","7383.98","7759.54","1126.7","01.83","01"
"94","SUCCESS","11","11","671.78","7091.52","7763.3","7091.41","7763.2","2015.35","02.71","01"
"113","SUCCESS","07","07","640.33","7156.66","7796.99","7156.56","7796.89","1920.98","01.78","01"
"210","SUCCESS","02","02","241.23","7564.5","7805.73","7564.4","7805.63","723.69","00.8","01"
"126","SUCCESS","04","04","451.35","7444.49","7895.84","7444.39","7895.74","1354.05","02.55","01"
"135","SUCCESS","08","08","343.46","7552.73","7896.19","7552.63","7896.09","1030.39","00.69","01"
"110","SUCCESS","05","05","449.05","7477.92","7926.97","7477.82","7926.87","1347.14","01.3","01"
"118","SUCCESS","09","09","421.44","7549.44","7970.89","7549.34","7970.79","1264.33","01.42","01"
"144","SUCCESS","03","03","493.53","7537.62","8031.15","7537.52","8031.05","1480.59","01.13","01"
"227","SUCCESS","02","02","310.44","7805.73","8116.17","7805.63","8116.07","931.31","00.82","01"
"81","SUCCESS","06","06","599.38","7518.87","8118.24","7518.77","8118.14","1798.13","04.45","01"
"148","SUCCESS","03","03","337.66","8031.15","8368.81","8031.05","8368.71","1012.97","00.79","01"
"141","SUCCESS","08","08","506.73","7896.19","8402.92","7896.09","8402.82","1520.2","01.38","01"
"178","SUCCESS","10","10","675.42","7759.64","8435.07","7759.54","8434.97","2026.27","03.93","01"
"150","SUCCESS","04","04","574.2","7895.84","8470.05","7895.74","8469.94","1722.61","01.42","01"
"120","SUCCESS","05","05","566.5","7926.97","8493.47","7926.87","8493.37","1699.51","01.56","01"
"117","SUCCESS","07","07","729.61","7796.99","8526.6","7796.89","8526.5","2188.82","15.84","01"
"82","SUCCESS","06","06","425.79","8118.24","8544.03","8118.14","8543.93","1277.36","02.6","01"
"172","SUCCESS","03","03","253.5","8368.81","8622.31","8368.71","8622.21","760.51","02.64","01"
"182","SUCCESS","10","10","205.55","8435.07","8640.62","8434.97","8640.52","616.65","00.65","01"
"115","SUCCESS","11","11","948.38","7763.3","8711.68","7763.2","8711.58","2845.14","10.2","01"
"124","SUCCESS","09","09","790.55","7970.89","8761.44","7970.79","8761.34","2371.66","03.97","01"
"121","SUCCESS","07","07","319.15","8526.6","8845.74","8526.5","8845.64","957.44","01.1","01"
"175","SUCCESS","03","03","252.6","8622.31","8874.91","8622.21","8874.81","757.79","02.17","01"
"143","SUCCESS","08","08","495.28","8402.92","8898.21","8402.82","8898.11","1485.85","02.81","01"
"234","SUCCESS","02","02","827.8","8116.17","8943.96","8116.07","8943.86","2483.39","13.71","01"
"185","SUCCESS","10","10","317.26","8640.62","8957.88","8640.52","8957.78","951.78","00.72","01"
"128","SUCCESS","05","05","468.47","8493.47","8961.94","8493.37","8961.84","1405.42","02.77","01"
"194","SUCCESS","11","11","538.57","8711.68","9250.25","8711.58","9250.15","1615.72","01.66","01"
"83","SUCCESS","06","06","775.13","8544.03","9319.16","8543.93","9319.06","2325.39","03.91","01"
"269","SUCCESS","02","02","435.6","8943.96","9379.56","8943.86","9379.46","1306.79","02.46","01"
"134","SUCCESS","07","07","604.96","8845.74","9450.71","8845.64","9450.61","1814.89","02.7","01"
"157","SUCCESS","04","04","998.08","8470.05","9468.13","8469.94","9468.03","2994.24","02.77","01"
"130","SUCCESS","09","09","806.91","8761.44","9568.35","8761.34","9568.25","2420.72","02.37","01"
"133","SUCCESS","05","05","639.04","8961.94","9600.98","8961.84","9600.88","1917.11","01.62","01"
"198","SUCCESS","10","10","687.53","8957.88","9645.41","8957.78","9645.31","2062.59","41.89","01"
"177","SUCCESS","03","03","772.06","8874.91","9646.97","8874.81","9646.87","2316.19","06.9","01"
"160","SUCCESS","08","08","768.21","8898.21","9666.42","8898.11","9666.32","2304.63","02","01"
"163","SUCCESS","04","04","220.43","9468.13","9688.56","9468.03","9688.45","661.29","00.67","01"
"86","SUCCESS","06","06","484.62","9319.16","9803.78","9319.06","9803.68","1453.86","20.09","01"
"274","SUCCESS","02","02","444.61","9379.56","9824.17","9379.46","9824.07","1333.84","02.54","01"
"146","SUCCESS","07","07","376.53","9450.71","9827.23","9450.61","9827.13","1129.58","01.35","01"
"179","SUCCESS","03","03","304.97","9646.97","9951.94","9646.87","9951.84","914.9","01.62","01"
"137","SUCCESS","09","09","454.37","9568.35","10022.72","9568.25","10022.62","1363.11","01.98","01"
"174","SUCCESS","04","04","405.18","9688.56","10093.74","9688.45","10093.64","1215.55","08.48","01"
"140","SUCCESS","05","05","539.44","9600.98","10140.43","9600.88","10140.33","1618.33","03.78","01"
"209","SUCCESS","11","11","987.4","9250.25","10237.65","9250.15","10237.55","2962.19","04.22","01"
"283","SUCCESS","02","02","456.71","9824.17","10280.88","9824.07","10280.78","1370.12","04.74","01"
"169","SUCCESS","08","08","628.42","9666.42","10294.84","9666.32","10294.74","1885.27","02.57","01"
"205","SUCCESS","10","10","689","9645.41","10334.4","9645.31","10334.3","2066.99","04.06","01"
"98","SUCCESS","06","06","535.8","9803.78","10339.58","9803.68","10339.48","1607.41","04.69","01"
"181","SUCCESS","04","04","380.85","10093.74","10474.59","10093.64","10474.49","1142.55","00.79","01"
"153","SUCCESS","07","07","676.9","9827.23","10504.13","9827.13","10504.03","2030.7","03.33","01"
"159","SUCCESS","09","09","600.01","10022.72","10622.73","10022.62","10622.63","1800.03","01.73","01"
"180","SUCCESS","03","03","676.79","9951.94","10628.73","9951.84","10628.63","2030.37","02.01","01"
"99","SUCCESS","06","06","297.85","10339.58","10637.43","10339.48","10637.33","893.54","02.36","01"
"289","SUCCESS","02","02","400.75","10280.88","10681.64","10280.78","10681.54","1202.26","05.74","01"
"152","SUCCESS","05","05","556.28","10140.43","10696.71","10140.33","10696.61","1668.85","16.92","01"
"170","SUCCESS","08","08","432.94","10294.84","10727.78","10294.74","10727.68","1298.82","01.28","01"
"211","SUCCESS","11","11","656.27","10237.65","10893.92","10237.55","10893.82","1968.82","01.31","01"
"162","SUCCESS","07","07","437.51","10504.13","10941.65","10504.03","10941.55","1312.54","01.23","01"
"161","SUCCESS","09","09","324.55","10622.73","10947.27","10622.63","10947.17","973.64","01.09","01"
"189","SUCCESS","08","08","264.01","10727.78","10991.79","10727.68","10991.69","792.02","01.45","01"
"303","SUCCESS","02","02","312.77","10681.64","10994.4","10681.54","10994.3","938.3","01.05","01"
"107","SUCCESS","06","06","420.08","10637.43","11057.51","10637.33","11057.41","1260.23","00.83","01"
"199","SUCCESS","03","03","700","10628.73","11328.73","10628.63","11328.63","2100.01","11.13","01"
"216","SUCCESS","10","10","1047.27","10334.4","11381.67","10334.3","11381.57","3141.8","02.68","01"
"158","SUCCESS","05","05","802.47","10696.71","11499.18","10696.61","11499.08","2407.4","02.47","01"
"256","SUCCESS","11","11","605.65","10893.92","11499.57","10893.82","11499.47","1816.95","01.47","01"
"195","SUCCESS","08","08","531.49","10991.79","11523.28","10991.69","11523.18","1594.48","02.98","01"
"186","SUCCESS","04","04","1062.85","10474.59","11537.44","10474.49","11537.34","3188.56","02.79","01"
"183","SUCCESS","07","07","620.87","10941.65","11562.52","10941.55","11562.42","1862.61","05.71","01"
"308","SUCCESS","02","02","575.5","10994.4","11569.9","10994.3","11569.8","1726.51","01.47","01"
"114","SUCCESS","06","06","536.9","11057.51","11594.41","11057.41","11594.31","1610.7","06.06","01"
"167","SUCCESS","09","09","790.96","10947.27","11738.24","10947.17","11738.14","2372.89","03.16","01"
"202","SUCCESS","03","03","428.53","11328.73","11757.26","11328.63","11757.16","1285.58","01.58","01"
"207","SUCCESS","08","08","339.66","11523.28","11862.94","11523.18","11862.84","1018.97","01.86","01"
"311","SUCCESS","02","02","547.28","11569.9","12117.19","11569.8","12117.09","1641.85","01.09","01"
"190","SUCCESS","07","07","634.79","11562.52","12197.31","11562.42","12197.21","1904.37","02.04","01"
"164","SUCCESS","05","05","708.88","11499.18","12208.05","11499.08","12207.95","2126.62","01.63","01"
"222","SUCCESS","10","10","852.7","11381.67","12234.37","11381.57","12234.27","2558.1","01.88","01"
"166","SUCCESS","06","06","641.41","11594.41","12235.82","11594.31","12235.72","1924.22","04.1","01"
"217","SUCCESS","08","08","409.98","11862.94","12272.92","11862.84","12272.82","1229.94","10.96","01"
"200","SUCCESS","04","04","767.34","11537.44","12304.78","11537.34","12304.68","2302.02","07.12","01"
"260","SUCCESS","11","11","964.03","11499.57","12463.6","11499.47","12463.5","2892.09","06.82","01"
"171","SUCCESS","09","09","729.28","11738.24","12467.51","11738.14","12467.41","2187.84","02.08","01"
"206","SUCCESS","04","04","171.05","12304.78","12475.83","12304.68","12475.73","513.16","00.42","01"
"192","SUCCESS","07","07","280.48","12197.31","12477.79","12197.21","12477.69","841.44","01.18","01"
"176","SUCCESS","06","06","381","12235.82","12616.82","12235.72","12616.72","1143.01","03.9","01"
"313","SUCCESS","02","02","509.85","12117.19","12627.04","12117.09","12626.94","1529.55","01.21","01"
"228","SUCCESS","08","08","436.65","12272.92","12709.57","12272.82","12709.47","1309.96","09.13","01"
"223","SUCCESS","10","10","504.73","12234.37","12739.1","12234.27","12739","1514.19","02.16","01"
"204","SUCCESS","03","03","1039.73","11757.26","12796.99","11757.16","12796.89","3119.2","30.58","01"
"184","SUCCESS","05","05","682.55","12208.05","12890.6","12207.95","12890.5","2047.65","03.22","01"
"264","SUCCESS","11","11","707.03","12463.6","13170.63","12463.5","13170.53","2121.08","01.47","01"
"314","SUCCESS","02","02","568.59","12627.04","13195.63","12626.94","13195.53","1705.78","01.91","01"
"214","SUCCESS","04","04","723.7","12475.83","13199.53","12475.73","13199.43","2171.09","03.19","01"
"193","SUCCESS","07","07","786.1","12477.79","13263.89","12477.69","13263.79","2358.31","01.98","01"
"220","SUCCESS","06","06","667.5","12616.82","13284.32","12616.72","13284.22","2002.51","01.61","01"
"188","SUCCESS","09","09","877.05","12467.51","13344.56","12467.41","13344.46","2631.14","05.33","01"
"224","SUCCESS","10","10","693.14","12739.1","13432.24","12739","13432.14","2079.41","01.52","01"
"230","SUCCESS","08","08","757.66","12709.57","13467.23","12709.47","13467.13","2272.97","05.41","01"
"221","SUCCESS","04","04","323.87","13199.53","13523.4","13199.43","13523.3","971.61","01.3","01"
"226","SUCCESS","06","06","378.62","13284.32","13662.95","13284.22","13662.85","1135.87","00.87","01"
"218","SUCCESS","03","03","936.7","12796.99","13733.69","12796.89","13733.59","2810.1","02.77","01"
"213","SUCCESS","07","07","472.22","13263.89","13736.11","13263.79","13736.01","1416.65","03.52","01"
"317","SUCCESS","02","02","601.28","13195.63","13796.92","13195.53","13796.82","1803.85","02.44","01"
"236","SUCCESS","03","03","105.53","13733.69","13839.22","13733.59","13839.12","316.59","00.36","01"
"241","SUCCESS","08","08","398.07","13467.23","13865.3","13467.13","13865.2","1194.21","01.78","01"
"201","SUCCESS","05","05","994.4","12890.6","13885","12890.5","13884.9","2983.2","03","01"
"248","SUCCESS","10","10","528.21","13432.24","13960.45","13432.14","13960.35","1584.64","02.82","01"
"268","SUCCESS","11","11","870.6","13170.63","14041.23","13170.53","14041.13","2611.81","01.86","01"
"242","SUCCESS","08","08","186.3","13865.3","14051.6","13865.2","14051.5","558.9","00.58","01"
"196","SUCCESS","09","09","811.8","13344.56","14156.36","13344.46","14156.26","2435.39","03.37","01"
"243","SUCCESS","06","06","519.53","13662.95","14182.48","13662.85","14182.38","1558.6","03.44","01"
"273","SUCCESS","11","11","157.02","14041.23","14198.25","14041.13","14198.15","471.05","00.83","01"
"255","SUCCESS","10","10","300.73","13960.45","14261.18","13960.35","14261.08","902.18","00.91","01"
"350","SUCCESS","02","02","527.84","13796.92","14324.76","13796.82","14324.66","1583.53","01.87","01"
"203","SUCCESS","05","05","531.37","13885","14416.37","13884.9","14416.27","1594.11","01.83","01"
"229","SUCCESS","04","04","930.67","13523.4","14454.07","13523.3","14453.97","2792.01","04.47","01"
"225","SUCCESS","07","07","742.57","13736.11","14478.68","13736.01","14478.58","2227.71","03.93","01"
"245","SUCCESS","06","06","412.62","14182.48","14595.1","14182.38","14595","1237.87","01.33","01"
"197","SUCCESS","09","09","462.48","14156.36","14618.84","14156.26","14618.74","1387.43","02.09","01"
"258","SUCCESS","03","03","784.97","13839.22","14624.19","13839.12","14624.09","2354.91","01.93","01"
"244","SUCCESS","08","08","609.89","14051.6","14661.48","14051.5","14661.38","1829.66","14.05","01"
"262","SUCCESS","10","10","462.89","14261.18","14724.07","14261.08","14723.97","1388.66","01.29","01"
"364","SUCCESS","02","02","407.58","14324.76","14732.34","14324.66","14732.24","1222.75","03.52","01"
"208","SUCCESS","09","09","262.98","14618.84","14881.81","14618.74","14881.71","788.93","02.22","01"
"231","SUCCESS","07","07","526.4","14478.68","15005.08","14478.58","15004.98","1579.21","01.71","01"
"259","SUCCESS","03","03","409.73","14624.19","15033.92","14624.09","15033.82","1229.18","00.84","01"
"232","SUCCESS","05","05","646.2","14416.37","15062.57","14416.27","15062.47","1938.6","58.72","01"
"282","SUCCESS","11","11","939.67","14198.25","15137.92","14198.15","15137.82","2819.01","05.01","01"
"212","SUCCESS","09","09","314.76","14881.81","15196.57","14881.71","15196.47","944.28","00.71","01"
"237","SUCCESS","04","04","764.42","14454.07","15218.49","14453.97","15218.39","2293.26","04.28","01"
"267","SUCCESS","10","10","541.32","14724.07","15265.39","14723.97","15265.29","1623.96","02.4","01"
"271","SUCCESS","06","06","815.64","14595.1","15410.75","14595","15410.65","2446.93","12.69","01"
"240","SUCCESS","07","07","442.42","15005.08","15447.49","15004.98","15447.39","1327.25","00.88","01"
"253","SUCCESS","08","08","856.52","14661.48","15518","14661.38","15517.9","2569.56","02.12","01"
"378","SUCCESS","02","02","895.77","14732.34","15628.11","14732.24","15628.01","2687.32","02.14","01"
"238","SUCCESS","04","04","484.49","15218.49","15702.98","15218.39","15702.88","1453.46","02.72","01"
"265","SUCCESS","03","03","805.6","15033.92","15839.52","15033.82","15839.42","2416.81","04.26","01"
"247","SUCCESS","07","07","402.32","15447.49","15849.81","15447.39","15849.71","1206.95","01.85","01"
"215","SUCCESS","09","09","668.33","15196.57","15864.9","15196.47","15864.8","2004.99","01.4","01"
"291","SUCCESS","11","11","735.5","15137.92","15873.41","15137.82","15873.31","2206.49","15.98","01"
"295","SUCCESS","10","10","617.36","15265.39","15882.75","15265.29","15882.65","1852.08","04.13","01"
"249","SUCCESS","05","05","820.46","15062.57","15883.03","15062.47","15882.93","2461.38","03.21","01"
"266","SUCCESS","08","08","425.77","15518","15943.77","15517.9","15943.67","1277.31","02.56","01"
"278","SUCCESS","06","06","563.59","15410.75","15974.33","15410.65","15974.23","1690.76","02.28","01"
"379","SUCCESS","02","02","392.54","15628.11","16020.65","15628.01","16020.55","1177.61","00.89","01"
"251","SUCCESS","04","04","453.36","15702.98","16156.33","15702.88","16156.23","1360.07","07.61","01"
"302","SUCCESS","10","10","281.16","15882.75","16163.91","15882.65","16163.81","843.49","01.01","01"
"293","SUCCESS","11","11","297.37","15873.41","16170.78","15873.31","16170.68","892.1","01.01","01"
