"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost"
"42","SUCCESS","05","05","1101.47","3716.9","4818.36","3716.1","4817.56","3304.4"
"43","SUCCESS","08","08","425.6","3210.31","3635.92","3209.51","3635.12","1276.81"
"44","SUCCESS","09","09","644.71","2083.41","2728.12","2082.61","2727.32","1934.13"
"45","SUCCESS","06","06","563.25","1598.96","2162.21","1598.16","2161.41","1689.75"
"46","SUCCESS","03","03","518.92","1515.42","2034.34","1514.62","2033.54","1556.76"
"47","SUCCESS","04","04","514.78","3213.63","3728.41","3212.83","3727.61","1544.35"
"48","SUCCESS","02","02","311.56","3491.24","3802.8","3490.44","3802","934.69"
"49","SUCCESS","03","03","678.03","2034.34","2712.37","2033.54","2711.57","2034.1"
"50","SUCCESS","08","08","420.38","3635.92","4056.3","3635.12","4055.5","1261.15"
"51","SUCCESS","07","07","579.39","4226.11","4805.5","4225.31","4804.7","1738.18"
"52","SUCCESS","06","06","427.23","2162.21","2589.44","2161.41","2588.64","1281.69"
"53","SUCCESS","04","04","429.27","3728.41","4157.68","3727.61","4156.88","1287.8"
"54","SUCCESS","04","04","616.66","4157.68","4774.34","4156.88","4773.54","1849.98"
"55","SUCCESS","03","03","745.14","2712.37","3457.51","2711.57","3456.71","2235.41"
"56","SUCCESS","08","08","867.69","4056.3","4923.99","4055.5","4923.19","2603.07"
"57","SUCCESS","08","08","486.16","4923.99","5410.15","4923.19","5409.35","1458.49"
"58","SUCCESS","07","07","571.32","4805.5","5376.82","4804.7","5376.02","1713.97"
"59","SUCCESS","02","02","917.58","3802.8","4720.38","3802","4719.58","2752.73"
"60","SUCCESS","07","07","420.82","5376.82","5797.65","5376.02","5796.85","1262.47"
"61","SUCCESS","04","04","724.92","4774.34","5499.26","4773.54","5498.46","2174.76"
"62","SUCCESS","06","06","772.04","2589.44","3361.48","2588.64","3360.68","2316.13"
"63","SUCCESS","08","08","196.5","5410.15","5606.65","5409.35","5605.85","589.5"
"64","SUCCESS","03","03","591.6","3457.51","4049.11","3456.71","4048.31","1774.81"
"65","SUCCESS","09","09","386.63","2728.12","3114.75","2727.32","3113.95","1159.9"
"66","SUCCESS","03","03","578.41","4049.11","4627.52","4048.31","4626.72","1735.23"
"67","SUCCESS","04","04","285.23","5499.26","5784.49","5498.46","5783.69","855.7"
"68","SUCCESS","02","02","471.29","4720.38","5191.67","4719.58","5190.87","1413.87"
"69","SUCCESS","07","07","520.59","5797.65","6318.24","5796.85","6317.44","1561.78"
"70","SUCCESS","04","04","650.57","5784.49","6435.07","5783.69","6434.27","1951.72"
"71","SUCCESS","08","08","417.78","5606.65","6024.43","5605.85","6023.63","1253.33"
"72","SUCCESS","06","06","729.5","3361.48","4090.98","3360.68","4090.18","2188.5"
"73","SUCCESS","08","08","73.99","6024.43","6098.42","6023.63","6097.62","221.97"
"74","SUCCESS","08","08","791.58","6098.42","6890","6097.62","6889.2","2374.73"
"75","SUCCESS","03","03","271.28","4627.52","4898.8","4626.72","4898","813.85"
"76","SUCCESS","03","03","390.47","4898.8","5289.28","4898","5288.48","1171.42"
"77","SUCCESS","02","02","783.17","5191.67","5974.84","5190.87","5974.04","2349.52"
"78","SUCCESS","07","07","932.7","6318.24","7250.94","6317.44","7250.14","2798.09"
"79","SUCCESS","04","04","418.03","6435.07","6853.09","6434.27","6852.29","1254.08"
"80","SUCCESS","07","07","645.64","7250.94","7896.58","7250.14","7895.78","1936.92"
"81","SUCCESS","03","03","266.45","5289.28","5555.73","5288.48","5554.93","799.35"
"82","SUCCESS","03","03","613.49","5555.73","6169.22","5554.93","6168.42","1840.48"
"83","SUCCESS","06","06","756.42","4090.98","4847.4","4090.18","4846.6","2269.26"
"84","SUCCESS","09","09","770.41","3114.75","3885.17","3113.95","3884.37","2311.24"
"85","SUCCESS","09","09","529.32","3885.17","4414.49","3884.37","4413.69","1587.97"
"86","SUCCESS","02","02","1057.71","5974.84","7032.55","5974.04","7031.75","3173.12"
"87","SUCCESS","03","03","771.87","6169.22","6941.09","6168.42","6940.29","2315.61"
"88","SUCCESS","07","07","466.05","7896.58","8362.63","7895.78","8361.83","1398.15"
"89","SUCCESS","02","02","1098.9","7032.55","8131.45","7031.75","8130.65","3296.69"
"90","SUCCESS","05","05","602","4818.36","5420.36","4817.56","5419.56","1806"
"91","SUCCESS","03","03","489.63","6941.09","7430.72","6940.29","7429.92","1468.89"
"92","SUCCESS","04","04","922.85","6853.09","7775.94","6852.29","7775.14","2768.54"
"93","SUCCESS","08","08","338.39","6890","7228.39","6889.2","7227.59","1015.18"
"94","SUCCESS","07","07","42.42","8362.63","8405.05","8361.83","8404.25","127.27"
"95","SUCCESS","04","04","754.79","7775.94","8530.73","7775.14","8529.93","2264.36"
"96","SUCCESS","02","02","895.66","8131.45","9027.11","8130.65","9026.31","2686.99"
"97","SUCCESS","03","03","909.76","7430.72","8340.49","7429.92","8339.69","2729.28"
"98","SUCCESS","03","03","310.55","8340.49","8651.03","8339.69","8650.24","931.65"
"99","SUCCESS","06","06","808.18","4847.4","5655.58","4846.6","5654.78","2424.54"
"100","SUCCESS","09","09","625.7","4414.49","5040.19","4413.69","5039.39","1877.09"
"101","SUCCESS","08","08","518.75","7228.39","7747.14","7227.59","7746.34","1556.25"
"102","SUCCESS","02","02","700.93","9027.11","9728.04","9026.31","9727.24","2102.78"
"103","SUCCESS","06","06","400.52","5655.58","6056.1","5654.78","6055.3","1201.55"
"104","SUCCESS","08","08","632.76","7747.14","8379.9","7746.34","8379.1","1898.27"
"105","SUCCESS","06","06","565.4","6056.1","6621.5","6055.3","6620.7","1696.21"
"106","SUCCESS","08","08","151.92","8379.9","8531.82","8379.1","8531.02","455.76"
"107","SUCCESS","02","02","438.96","9728.04","10167","9727.24","10166.2","1316.89"
"108","SUCCESS","05","05","437.41","5420.36","5857.78","5419.56","5856.98","1312.24"
"109","SUCCESS","03","03","595.21","8651.03","9246.24","8650.24","9245.44","1785.63"
"110","SUCCESS","03","03","149.67","9246.24","9395.92","9245.44","9395.12","449.02"
"111","SUCCESS","05","05","576.85","5857.78","6434.63","5856.98","6433.83","1730.56"
"112","SUCCESS","05","05","487.73","6434.63","6922.36","6433.83","6921.56","1463.19"
"113","SUCCESS","05","05","456.49","6922.36","7378.86","6921.56","7378.06","1369.48"
"114","SUCCESS","04","04","664.86","8530.73","9195.59","8529.93","9194.79","1994.59"
"115","SUCCESS","07","07","951.17","8405.05","9356.22","8404.25","9355.42","2853.51"
"116","SUCCESS","06","06","475.36","6621.5","7096.86","6620.7","7096.06","1426.08"
"117","SUCCESS","06","06","351.89","7096.86","7448.76","7096.06","7447.96","1055.68"
"118","SUCCESS","08","08","922.75","8531.82","9454.56","8531.02","9453.76","2768.24"
"119","SUCCESS","03","03","582.61","9395.92","9978.53","9395.12","9977.73","1747.83"
"120","SUCCESS","08","08","218.55","9454.56","9673.11","9453.76","9672.31","655.64"
"121","SUCCESS","02","02","80.27","10167","10247.27","10166.2","10246.48","240.82"
"122","SUCCESS","08","08","1113.79","9673.11","10786.9","9672.31","10786.1","3341.36"
"123","SUCCESS","04","04","280.22","9195.59","9475.81","9194.79","9475.01","840.66"
"124","SUCCESS","04","04","375.85","9475.81","9851.66","9475.01","9850.86","1127.55"
"125","SUCCESS","02","02","675.42","10247.27","10922.69","10246.48","10921.89","2026.26"
"126","SUCCESS","02","02","761.43","10922.69","11684.12","10921.89","11683.32","2284.28"
"127","SUCCESS","03","03","817.22","9978.53","10795.74","9977.73","10794.94","2451.65"
"128","SUCCESS","07","07","496.92","9356.22","9853.14","9355.42","9852.34","1490.76"
"129","SUCCESS","07","07","244.14","9853.14","10097.29","9852.34","10096.49","732.43"
"130","SUCCESS","09","09","701.37","5040.19","5741.56","5039.39","5740.76","2104.12"
"131","SUCCESS","05","05","446.81","7378.86","7825.67","7378.06","7824.87","1340.43"
"132","SUCCESS","09","09","206.52","5741.56","5948.07","5740.76","5947.27","619.55"
"133","SUCCESS","02","02","604.83","11684.12","12288.95","11683.32","12288.15","1814.49"
"134","SUCCESS","03","03","490.54","10795.74","11286.28","10794.94","11285.48","1471.62"
"135","SUCCESS","04","04","262.71","9851.66","10114.36","9850.86","10113.56","788.12"
"136","SUCCESS","06","06","470.81","7448.76","7919.57","7447.96","7918.77","1412.44"
"137","SUCCESS","02","02","500.93","12288.95","12789.88","12288.15","12789.08","1502.78"
"138","SUCCESS","04","04","833.62","10114.36","10947.99","10113.56","10947.19","2500.86"
"139","SUCCESS","04","04","832.57","10947.99","11780.56","10947.19","11779.76","2497.72"
"140","SUCCESS","04","04","929.55","11780.56","12710.11","11779.76","12709.31","2788.66"
"141","SUCCESS","07","07","381.16","10097.29","10478.44","10096.49","10477.65","1143.47"
"142","SUCCESS","08","08","980.75","10786.9","11767.64","10786.1","11766.84","2942.24"
"143","SUCCESS","05","05","78.69","7825.67","7904.35","7824.87","7903.55","236.06"
"144","SUCCESS","04","04","340.71","12710.11","13050.82","12709.31","13050.02","1022.12"
"145","SUCCESS","04","04","774.73","13050.82","13825.54","13050.02","13824.74","2324.18"
"146","SUCCESS","02","02","923.49","12789.88","13713.36","12789.08","13712.56","2770.46"
"147","SUCCESS","07","07","349.76","10478.44","10828.2","10477.65","10827.4","1049.27"
"148","SUCCESS","04","04","492.06","13825.54","14317.6","13824.74","14316.8","1476.17"
"149","SUCCESS","02","02","495.61","13713.36","14208.97","13712.56","14208.17","1486.83"
"150","SUCCESS","04","04","297.74","14317.6","14615.34","14316.8","14614.54","893.23"
"151","SUCCESS","04","04","357.99","14615.34","14973.34","14614.54","14972.54","1073.98"
"152","SUCCESS","09","09","545.58","5948.07","6493.66","5947.27","6492.86","1636.75"
"153","SUCCESS","07","07","236.79","10828.2","11064.99","10827.4","11064.19","710.37"
"154","SUCCESS","09","09","948.65","6493.66","7442.3","6492.86","7441.5","2845.94"
"155","SUCCESS","05","05","635.61","7904.35","8539.96","7903.55","8539.16","1906.84"
"156","SUCCESS","02","02","384.78","14208.97","14593.76","14208.17","14592.96","1154.35"
"157","SUCCESS","02","02","125.94","14593.76","14719.7","14592.96","14718.9","377.82"
"158","SUCCESS","02","02","586.3","14719.7","15305.99","14718.9","15305.19","1758.9"
"159","SUCCESS","06","06","712.41","7919.57","8631.98","7918.77","8631.17","2137.22"
"160","SUCCESS","06","06","651.83","8631.98","9283.81","8631.18","9283.01","1955.5"
"161","SUCCESS","04","04","537.57","14973.34","15510.91","14972.54","15510.11","1612.71"
"162","SUCCESS","07","07","765.85","11064.99","11830.84","11064.19","11830.04","2297.54"
"163","SUCCESS","08","08","930.11","11767.64","12697.75","11766.84","12696.95","2790.32"
"164","SUCCESS","05","05","730.63","8539.96","9270.59","8539.16","9269.79","2191.88"
"165","SUCCESS","09","09","566.47","7442.3","8008.78","7441.5","8007.98","1699.42"
"166","SUCCESS","09","09","313.62","8008.78","8322.4","8007.98","8321.6","940.88"
"167","SUCCESS","02","02","415.86","15305.99","15721.85","15305.19","15721.05","1247.57"
"168","SUCCESS","02","02","294.13","15721.85","16015.98","15721.05","16015.18","882.38"
"169","SUCCESS","08","08","709.99","12697.75","13407.73","12696.95","13406.93","2129.96"
"170","SUCCESS","03","03","848.86","11286.28","12135.15","11285.48","12134.35","2546.59"
"171","SUCCESS","09","09","472.22","8322.4","8794.62","8321.6","8793.82","1416.65"
"172","SUCCESS","02","02","310","16015.98","16325.98","16015.18","16325.18","930"
"173","SUCCESS","02","02","720.92","16325.98","17046.9","16325.18","17046.1","2162.77"
"174","SUCCESS","04","04","460","15510.91","15970.9","15510.11","15970.1","1379.99"
"175","SUCCESS","05","05","502.58","9270.59","9773.17","9269.79","9772.37","1507.75"
"176","SUCCESS","03","03","361.55","12135.15","12496.7","12134.35","12495.9","1084.66"
"177","SUCCESS","09","09","542.2","8794.62","9336.82","8793.82","9336.02","1626.6"
"178","SUCCESS","03","03","850.66","12496.7","13347.36","12495.9","13346.56","2551.97"
"179","SUCCESS","03","03","548.87","13347.36","13896.22","13346.56","13895.42","1646.61"
"180","SUCCESS","09","09","559.24","9336.82","9896.06","9336.02","9895.26","1677.72"
"181","SUCCESS","07","07","389.88","11830.84","12220.72","11830.04","12219.92","1169.65"
"182","SUCCESS","05","05","1024.94","9773.17","10798.12","9772.37","10797.32","3074.83"
"183","SUCCESS","04","04","274.47","15970.9","16245.38","15970.1","16244.58","823.42"
"184","SUCCESS","07","07","695.83","12220.72","12916.56","12219.92","12915.76","2087.5"
"185","SUCCESS","06","06","571.19","9283.81","9855","9283.01","9854.2","1713.58"
"186","SUCCESS","09","09","490.2","9896.06","10386.26","9895.26","10385.46","1470.61"
"187","SUCCESS","04","04","411.58","16245.38","16656.96","16244.58","16656.16","1234.74"
"188","SUCCESS","06","06","509.78","9855","10364.78","9854.2","10363.98","1529.35"
"189","SUCCESS","09","09","795.15","10386.26","11181.41","10385.46","11180.61","2385.46"
"190","SUCCESS","08","08","342.33","13407.73","13750.06","13406.93","13749.26","1026.99"
"191","SUCCESS","09","09","865.21","11181.41","12046.62","11180.61","12045.82","2595.62"
"192","SUCCESS","05","05","739.11","10798.12","11537.22","10797.32","11536.42","2217.32"
"193","SUCCESS","08","08","532.38","13750.06","14282.44","13749.26","14281.64","1597.14"
"194","SUCCESS","08","08","475.34","14282.44","14757.79","14281.64","14756.99","1426.03"
"195","SUCCESS","04","04","43.17","16656.96","16700.13","16656.16","16699.33","129.51"
"196","SUCCESS","06","06","1035.31","10364.78","11400.1","10363.98","11399.3","3105.94"
"197","SUCCESS","04","04","961.6","16700.13","17661.73","16699.33","17660.93","2884.79"
"198","SUCCESS","02","02","603.72","17046.9","17650.62","17046.1","17649.82","1811.15"
"199","SUCCESS","06","06","609.82","11400.1","12009.92","11399.3","12009.12","1829.45"
"Makespan using QLearning:","17889.58673268736"
"Total Completion Time:","1505610.6100000006"
"Avg Completion Time:","7528.053050000003"
"Total Cost:","337410.8199999999"
"Avg Cost:","1687.0540999999994"
"Avg Waiting Time:","6965.701700000004"
